election_id,district_id,contacted,district_competitiveness,electoral_rules
Canada,Canada; District 7,Contacted,0.74015799,SMD
Canada,Canada; District 4,Not Contacted,0.420428940830503,SMD
Canada,Canada; District 5,Not Contacted,0.69218164,SMD
Canada,Canada; District 5,Not Contacted,0.69218164,SMD
Canada,Canada; District 1,Contacted,0.61034166,SMD
Canada,Canada; District 6,Not Contacted,0.742198892356482,SMD
Canada,Canada; District 6,Contacted,0.742198892356482,SMD
Canada,Canada; District 6,Contacted,0.742198892356482,SMD
Canada,Canada; District 7,Contacted,0.74015799,SMD
Canada,Canada; District 2,Not Contacted,0.821594626328459,SMD
Canada,Canada; District 1,Contacted,0.61034166,SMD
Canada,Canada; District 3,Contacted,0.51803676,SMD
Canada,Canada; District 3,Contacted,0.51803676,SMD
Canada,Canada; District 2,Contacted,0.821594626328459,SMD
Canada,Canada; District 4,Contacted,0.420428940830503,SMD
Canada,Canada; District 6,Not Contacted,0.742198892356482,SMD
Canada,Canada; District 5,Contacted,0.69218164,SMD
Canada,Canada; District 8,Not Contacted,0.66996328,SMD
Canada,Canada; District 9,Not Contacted,0.613182939505478,SMD
Canada,Canada; District 8,Not Contacted,0.66996328,SMD
Canada,Canada; District 8,Contacted,0.66996328,SMD
Canada,Canada; District 9,Contacted,0.613182939505478,SMD
Canada,Canada; District 8,Contacted,0.66996328,SMD
Canada,Canada; District 11,Not Contacted,0.656054924424336,SMD
Canada,Canada; District 8,Not Contacted,0.66996328,SMD
Canada,Canada; District 8,Not Contacted,0.66996328,SMD
Canada,Canada; District 8,Contacted,0.66996328,SMD
Canada,Canada; District 9,Contacted,0.613182939505478,SMD
Canada,Canada; District 10,Not Contacted,0.607426659257585,SMD
Canada,Canada; District 8,Not Contacted,0.66996328,SMD
Canada,Canada; District 9,Contacted,0.613182939505478,SMD
Canada,Canada; District 10,Contacted,0.607426659257585,SMD
Canada,Canada; District 10,Not Contacted,0.607426659257585,SMD
Canada,Canada; District 20,Not Contacted,0.703320514309676,SMD
Canada,Canada; District 15,Contacted,0.75852442,SMD
Canada,Canada; District 20,Not Contacted,0.703320514309676,SMD
Canada,Canada; District 12,Not Contacted,0.579694013005661,SMD
Canada,Canada; District 17,Contacted,0.652066020313943,SMD
Canada,Canada; District 20,Contacted,0.703320514309676,SMD
Canada,Canada; District 13,Not Contacted,0.65889355,SMD
Canada,Canada; District 22,Not Contacted,0.694807371577611,SMD
Canada,Canada; District 14,Contacted,0.693949360303162,SMD
Canada,Canada; District 16,Contacted,0.62868114,SMD
Canada,Canada; District 18,Not Contacted,0.604362368496385,SMD
Canada,Canada; District 15,Not Contacted,0.75852442,SMD
Canada,Canada; District 17,Contacted,0.652066020313943,SMD
Canada,Canada; District 18,Not Contacted,0.604362368496385,SMD
Canada,Canada; District 12,Not Contacted,0.579694013005661,SMD
Canada,Canada; District 14,Contacted,0.693949360303162,SMD
Canada,Canada; District 18,Contacted,0.604362368496385,SMD
Canada,Canada; District 16,Contacted,0.62868114,SMD
Canada,Canada; District 14,Contacted,0.693949360303162,SMD
Canada,Canada; District 21,Contacted,0.612768389491853,SMD
Canada,Canada; District 24,Not Contacted,0.604251,SMD
Canada,Canada; District 26,Not Contacted,0.709748850055325,SMD
Canada,Canada; District 26,Not Contacted,0.709748850055325,SMD
Canada,Canada; District 30,Not Contacted,0.648840784285391,SMD
Canada,Canada; District 26,Not Contacted,0.709748850055325,SMD
Canada,Canada; District 31,Contacted,0.708367787727266,SMD
Canada,Canada; District 26,Not Contacted,0.709748850055325,SMD
Canada,Canada; District 29,Contacted,0.52669413,SMD
Canada,Canada; District 30,Contacted,0.648840784285391,SMD
Canada,Canada; District 30,Contacted,0.648840784285391,SMD
Canada,Canada; District 26,Not Contacted,0.709748850055325,SMD
Canada,Canada; District 31,Not Contacted,0.708367787727266,SMD
Canada,Canada; District 30,Contacted,0.648840784285391,SMD
Canada,Canada; District 29,Contacted,0.52669413,SMD
Canada,Canada; District 27,Contacted,0.64070054,SMD
Canada,Canada; District 30,Not Contacted,0.648840784285391,SMD
Canada,Canada; District 46,Contacted,0.608555942725895,SMD
Canada,Canada; District 94,Not Contacted,0.496648925248461,SMD
Canada,Canada; District 59,Not Contacted,0.48823592,SMD
Canada,Canada; District 59,Not Contacted,0.48823592,SMD
Canada,Canada; District 38,Contacted,0.692033233511289,SMD
Canada,Canada; District 94,Not Contacted,0.496648925248461,SMD
Canada,Canada; District 44,Contacted,0.573578804121429,SMD
Canada,Canada; District 41,Contacted,0.75517588,SMD
Canada,Canada; District 39,Contacted,0.573336804522891,SMD
Canada,Canada; District 35,Contacted,0.772407578029085,SMD
Canada,Canada; District 51,Contacted,0.771541495765421,SMD
Canada,Canada; District 86,Contacted,0.57167874,SMD
Canada,Canada; District 56,Not Contacted,0.496126971477082,SMD
Canada,Canada; District 95,Contacted,0.546522679998773,SMD
Canada,Canada; District 34,Contacted,0.79135904668794,SMD
Canada,Canada; District 100,Not Contacted,0.76541892,SMD
Canada,Canada; District 85,Not Contacted,0.495217263146247,SMD
Canada,Canada; District 86,Not Contacted,0.57167874,SMD
Canada,Canada; District 104,Not Contacted,0.750062150609683,SMD
Canada,Canada; District 93,Contacted,0.620401907825965,SMD
Canada,Canada; District 74,Not Contacted,0.386624691195514,SMD
Canada,Canada; District 101,Contacted,0.624125958950531,SMD
Canada,Canada; District 96,Contacted,0.719887316717456,SMD
Canada,Canada; District 48,Contacted,0.702454213587266,SMD
Canada,Canada; District 59,Not Contacted,0.48823592,SMD
Canada,Canada; District 65,Not Contacted,0.604524880938239,SMD
Canada,Canada; District 56,Not Contacted,0.496126971477082,SMD
Canada,Canada; District 70,Contacted,0.53868673,SMD
Canada,Canada; District 37,Not Contacted,0.716737685295564,SMD
Canada,Canada; District 106,Not Contacted,0.433263352570661,SMD
Canada,Canada; District 80,Contacted,0.417211904734955,SMD
Canada,Canada; District 62,Not Contacted,0.450967964481731,SMD
Canada,Canada; District 87,Not Contacted,0.521418841017608,SMD
Canada,Canada; District 42,Contacted,0.787931614732471,SMD
Canada,Canada; District 62,Contacted,0.450967964481731,SMD
Canada,Canada; District 63,Not Contacted,0.71477015610652,SMD
Canada,Canada; District 73,Contacted,0.71111002,SMD
Canada,Canada; District 102,Not Contacted,0.439583072218613,SMD
Canada,Canada; District 82,Not Contacted,0.613987456368852,SMD
Canada,Canada; District 54,Not Contacted,0.63970550319075,SMD
Canada,Canada; District 103,Not Contacted,0.57237281,SMD
Canada,Canada; District 37,Contacted,0.716737685295564,SMD
Canada,Canada; District 92,Contacted,0.500876571744148,SMD
Canada,Canada; District 45,Contacted,0.48344095,SMD
Canada,Canada; District 84,Not Contacted,0.413510552054786,SMD
Canada,Canada; District 48,Not Contacted,0.702454213587266,SMD
Canada,Canada; District 100,Contacted,0.76541892,SMD
Canada,Canada; District 40,Not Contacted,0.509716238150468,SMD
Canada,Canada; District 49,Not Contacted,0.53747882,SMD
Canada,Canada; District 53,Contacted,0.790000808975963,SMD
Canada,Canada; District 34,Contacted,0.79135904668794,SMD
Canada,Canada; District 62,Not Contacted,0.450967964481731,SMD
Canada,Canada; District 68,Contacted,0.668974238157889,SMD
Canada,Canada; District 104,Not Contacted,0.750062150609683,SMD
Canada,Canada; District 61,Not Contacted,0.598950943821726,SMD
Canada,Canada; District 87,Contacted,0.521418841017608,SMD
Canada,Canada; District 49,Contacted,0.53747882,SMD
Canada,Canada; District 59,Not Contacted,0.48823592,SMD
Canada,Canada; District 61,Not Contacted,0.598950943821726,SMD
Canada,Canada; District 35,Not Contacted,0.772407578029085,SMD
Canada,Canada; District 103,Not Contacted,0.57237281,SMD
Canada,Canada; District 89,Not Contacted,0.60775294,SMD
Canada,Canada; District 73,Not Contacted,0.71111002,SMD
Canada,Canada; District 104,Not Contacted,0.750062150609683,SMD
Canada,Canada; District 72,Contacted,0.61713253,SMD
Canada,Canada; District 43,Contacted,0.49948012,SMD
Canada,Canada; District 54,Contacted,0.63970550319075,SMD
Canada,Canada; District 99,Contacted,0.628218035258195,SMD
Canada,Canada; District 78,Contacted,0.662882017690427,SMD
Canada,Canada; District 96,Not Contacted,0.719887316717456,SMD
Canada,Canada; District 47,Not Contacted,0.83121312,SMD
Canada,Canada; District 81,Contacted,0.630044452200438,SMD
Canada,Canada; District 79,Contacted,0.778751394737618,SMD
Canada,Canada; District 69,Not Contacted,0.674892410108941,SMD
Canada,Canada; District 44,Not Contacted,0.573578804121429,SMD
Canada,Canada; District 51,Not Contacted,0.771541495765421,SMD
Canada,Canada; District 36,Not Contacted,0.563140328619878,SMD
Canada,Canada; District 36,Not Contacted,0.563140328619878,SMD
Canada,Canada; District 89,Not Contacted,0.60775294,SMD
Canada,Canada; District 65,Not Contacted,0.604524880938239,SMD
Canada,Canada; District 79,Not Contacted,0.778751394737618,SMD
Canada,Canada; District 43,Contacted,0.49948012,SMD
Canada,Canada; District 100,Not Contacted,0.76541892,SMD
Canada,Canada; District 68,Not Contacted,0.668974238157889,SMD
Canada,Canada; District 53,Contacted,0.790000808975963,SMD
Canada,Canada; District 41,Not Contacted,0.75517588,SMD
Canada,Canada; District 50,Not Contacted,0.6534954,SMD
Canada,Canada; District 81,Contacted,0.630044452200438,SMD
Canada,Canada; District 95,Contacted,0.546522679998773,SMD
Canada,Canada; District 92,Not Contacted,0.500876571744148,SMD
Canada,Canada; District 103,Contacted,0.57237281,SMD
Canada,Canada; District 37,Contacted,0.716737685295564,SMD
Canada,Canada; District 92,Not Contacted,0.500876571744148,SMD
Canada,Canada; District 104,Contacted,0.750062150609683,SMD
Canada,Canada; District 56,Contacted,0.496126971477082,SMD
Canada,Canada; District 33,Not Contacted,0.62438332,SMD
Canada,Canada; District 88,Contacted,0.517429148995909,SMD
Canada,Canada; District 67,Contacted,0.57518655,SMD
Canada,Canada; District 77,Contacted,0.824999381626331,SMD
Canada,Canada; District 41,Not Contacted,0.75517588,SMD
Canada,Canada; District 89,Not Contacted,0.60775294,SMD
Canada,Canada; District 93,Contacted,0.620401907825965,SMD
Canada,Canada; District 68,Not Contacted,0.668974238157889,SMD
Canada,Canada; District 40,Not Contacted,0.509716238150468,SMD
Canada,Canada; District 43,Not Contacted,0.49948012,SMD
Canada,Canada; District 93,Contacted,0.620401907825965,SMD
Canada,Canada; District 79,Not Contacted,0.778751394737618,SMD
Canada,Canada; District 33,Not Contacted,0.62438332,SMD
Canada,Canada; District 92,Contacted,0.500876571744148,SMD
Canada,Canada; District 77,Not Contacted,0.824999381626331,SMD
Canada,Canada; District 66,Contacted,0.539815753602536,SMD
Canada,Canada; District 94,Contacted,0.496648925248461,SMD
Canada,Canada; District 102,Not Contacted,0.439583072218613,SMD
Canada,Canada; District 42,Contacted,0.787931614732471,SMD
Canada,Canada; District 43,Not Contacted,0.49948012,SMD
Canada,Canada; District 50,Not Contacted,0.6534954,SMD
Canada,Canada; District 76,Not Contacted,0.509071162960627,SMD
Canada,Canada; District 70,Not Contacted,0.53868673,SMD
Canada,Canada; District 53,Contacted,0.790000808975963,SMD
Canada,Canada; District 71,Contacted,0.57167516,SMD
Canada,Canada; District 67,Not Contacted,0.57518655,SMD
Canada,Canada; District 95,Not Contacted,0.546522679998773,SMD
Canada,Canada; District 51,Contacted,0.771541495765421,SMD
Canada,Canada; District 42,Contacted,0.787931614732471,SMD
Canada,Canada; District 94,Not Contacted,0.496648925248461,SMD
Canada,Canada; District 64,Not Contacted,0.730015385150703,SMD
Canada,Canada; District 34,Contacted,0.79135904668794,SMD
Canada,Canada; District 35,Not Contacted,0.772407578029085,SMD
Canada,Canada; District 49,Contacted,0.53747882,SMD
Canada,Canada; District 85,Contacted,0.495217263146247,SMD
Canada,Canada; District 81,Not Contacted,0.630044452200438,SMD
Canada,Canada; District 54,Contacted,0.63970550319075,SMD
Canada,Canada; District 40,Not Contacted,0.509716238150468,SMD
Canada,Canada; District 76,Not Contacted,0.509071162960627,SMD
Canada,Canada; District 54,Not Contacted,0.63970550319075,SMD
Canada,Canada; District 104,Contacted,0.750062150609683,SMD
Canada,Canada; District 33,Not Contacted,0.62438332,SMD
Canada,Canada; District 80,Not Contacted,0.417211904734955,SMD
Canada,Canada; District 84,Not Contacted,0.413510552054786,SMD
Canada,Canada; District 66,Not Contacted,0.539815753602536,SMD
Canada,Canada; District 84,Not Contacted,0.413510552054786,SMD
Canada,Canada; District 87,Not Contacted,0.521418841017608,SMD
Canada,Canada; District 100,Not Contacted,0.76541892,SMD
Canada,Canada; District 90,Not Contacted,0.471956186752207,SMD
Canada,Canada; District 57,Contacted,0.625940161377098,SMD
Canada,Canada; District 153,Contacted,0.547161169043761,SMD
Canada,Canada; District 175,Contacted,0.690216909242693,SMD
Canada,Canada; District 143,Not Contacted,0.615349861137545,SMD
Canada,Canada; District 133,Contacted,0.605221927536131,SMD
Canada,Canada; District 119,Not Contacted,0.75826250884619,SMD
Canada,Canada; District 167,Contacted,0.658079387198908,SMD
Canada,Canada; District 122,Contacted,0.602185813811889,SMD
Canada,Canada; District 120,Not Contacted,0.758992102239496,SMD
Canada,Canada; District 192,Contacted,0.71814991,SMD
Canada,Canada; District 183,Not Contacted,0.668108482556742,SMD
Canada,Canada; District 203,Not Contacted,0.752121267022355,SMD
Canada,Canada; District 110,Not Contacted,0.76797732,SMD
Canada,Canada; District 117,Contacted,0.737527662874539,SMD
Canada,Canada; District 196,Contacted,0.653086958451163,SMD
Canada,Canada; District 167,Contacted,0.658079387198908,SMD
Canada,Canada; District 187,Contacted,0.53516113495886,SMD
Canada,Canada; District 156,Contacted,0.658243788489045,SMD
Canada,Canada; District 134,Contacted,0.766444628254676,SMD
Canada,Canada; District 169,Not Contacted,0.703972901357509,SMD
Canada,Canada; District 128,Contacted,0.592765059154538,SMD
Canada,Canada; District 177,Contacted,0.589518997904391,SMD
Canada,Canada; District 152,Contacted,0.778092327580383,SMD
Canada,Canada; District 148,Contacted,0.690314367758489,SMD
Canada,Canada; District 133,Not Contacted,0.605221927536131,SMD
Canada,Canada; District 147,Contacted,0.664307154787886,SMD
Canada,Canada; District 129,Contacted,0.638542102387805,SMD
Canada,Canada; District 187,Contacted,0.53516113495886,SMD
Canada,Canada; District 147,Contacted,0.664307154787886,SMD
Canada,Canada; District 136,Not Contacted,0.7479445,SMD
Canada,Canada; District 204,Not Contacted,0.71420380000000006,SMD
Canada,Canada; District 184,Contacted,0.75272146075899,SMD
Canada,Canada; District 110,Contacted,0.76797732,SMD
Canada,Canada; District 167,Contacted,0.658079387198908,SMD
Canada,Canada; District 195,Contacted,0.693726911207111,SMD
Canada,Canada; District 178,Contacted,0.744362430311439,SMD
Canada,Canada; District 167,Contacted,0.658079387198908,SMD
Canada,Canada; District 197,Contacted,0.777872987623745,SMD
Canada,Canada; District 126,Contacted,0.704927622489106,SMD
Canada,Canada; District 163,Not Contacted,0.75960832,SMD
Canada,Canada; District 160,Not Contacted,0.776376217982841,SMD
Canada,Canada; District 118,Contacted,0.678954484107277,SMD
Canada,Canada; District 161,Not Contacted,0.718024303404013,SMD
Canada,Canada; District 110,Contacted,0.76797732,SMD
Canada,Canada; District 111,Not Contacted,0.666545381217861,SMD
Canada,Canada; District 183,Contacted,0.668108482556742,SMD
Canada,Canada; District 206,Contacted,0.704942463568077,SMD
Canada,Canada; District 166,Not Contacted,0.727604028658358,SMD
Canada,Canada; District 185,Contacted,0.482339661364802,SMD
Canada,Canada; District 109,Contacted,0.736347582102242,SMD
Canada,Canada; District 198,Not Contacted,0.544906949653897,SMD
Canada,Canada; District 182,Contacted,0.50056507,SMD
Canada,Canada; District 141,Not Contacted,0.711448023280864,SMD
Canada,Canada; District 202,Not Contacted,0.685998513048778,SMD
Canada,Canada; District 139,Contacted,0.735651431025306,SMD
Canada,Canada; District 149,Contacted,0.639930961605359,SMD
Canada,Canada; District 121,Contacted,0.691412113767206,SMD
Canada,Canada; District 109,Contacted,0.736347582102242,SMD
Canada,Canada; District 189,Contacted,0.586472294587321,SMD
Canada,Canada; District 160,Not Contacted,0.776376217982841,SMD
Canada,Canada; District 199,Contacted,0.803841245484096,SMD
Canada,Canada; District 162,Contacted,0.74114742383748,SMD
Canada,Canada; District 206,Contacted,0.704942463568077,SMD
Canada,Canada; District 184,Not Contacted,0.75272146075899,SMD
Canada,Canada; District 140,Contacted,0.658387887237774,SMD
Canada,Canada; District 143,Contacted,0.615349861137545,SMD
Canada,Canada; District 113,Not Contacted,0.616873739291836,SMD
Canada,Canada; District 176,Not Contacted,0.66699873,SMD
Canada,Canada; District 145,Contacted,0.628811775621769,SMD
Canada,Canada; District 159,Contacted,0.73425968,SMD
Canada,Canada; District 183,Not Contacted,0.668108482556742,SMD
Canada,Canada; District 119,Contacted,0.75826250884619,SMD
Canada,Canada; District 178,Not Contacted,0.744362430311439,SMD
Canada,Canada; District 152,Not Contacted,0.778092327580383,SMD
Canada,Canada; District 136,Contacted,0.7479445,SMD
Canada,Canada; District 128,Contacted,0.592765059154538,SMD
Canada,Canada; District 149,Not Contacted,0.639930961605359,SMD
Canada,Canada; District 183,Not Contacted,0.668108482556742,SMD
Canada,Canada; District 140,Contacted,0.658387887237774,SMD
Canada,Canada; District 139,Not Contacted,0.735651431025306,SMD
Canada,Canada; District 120,Not Contacted,0.758992102239496,SMD
Canada,Canada; District 142,Contacted,0.549674236656514,SMD
Canada,Canada; District 146,Contacted,0.650176663045334,SMD
Canada,Canada; District 129,Contacted,0.638542102387805,SMD
Canada,Canada; District 137,Contacted,0.697423987212028,SMD
Canada,Canada; District 179,Contacted,0.62373164959878,SMD
Canada,Canada; District 116,Not Contacted,0.750035302505251,SMD
Canada,Canada; District 191,Contacted,0.739950003554203,SMD
Canada,Canada; District 110,Contacted,0.76797732,SMD
Canada,Canada; District 126,Not Contacted,0.704927622489106,SMD
Canada,Canada; District 171,Not Contacted,0.768002330548002,SMD
Canada,Canada; District 179,Contacted,0.62373164959878,SMD
Canada,Canada; District 132,Contacted,0.721584797892372,SMD
Canada,Canada; District 192,Not Contacted,0.71814991,SMD
Canada,Canada; District 114,Contacted,0.782067456990459,SMD
Canada,Canada; District 158,Contacted,0.804183724178086,SMD
Canada,Canada; District 121,Contacted,0.691412113767206,SMD
Canada,Canada; District 121,Contacted,0.691412113767206,SMD
Canada,Canada; District 124,Not Contacted,0.756171651646854,SMD
Canada,Canada; District 160,Contacted,0.776376217982841,SMD
Canada,Canada; District 134,Contacted,0.766444628254676,SMD
Canada,Canada; District 140,Not Contacted,0.658387887237774,SMD
Canada,Canada; District 109,Contacted,0.736347582102242,SMD
Canada,Canada; District 147,Not Contacted,0.664307154787886,SMD
Canada,Canada; District 139,Not Contacted,0.735651431025306,SMD
Canada,Canada; District 208,Contacted,0.581753928268204,SMD
Canada,Canada; District 206,Contacted,0.704942463568077,SMD
Canada,Canada; District 149,Contacted,0.639930961605359,SMD
Canada,Canada; District 134,Not Contacted,0.766444628254676,SMD
Canada,Canada; District 167,Contacted,0.658079387198908,SMD
Canada,Canada; District 153,Not Contacted,0.547161169043761,SMD
Canada,Canada; District 180,Contacted,0.54667107448935,SMD
Canada,Canada; District 145,Not Contacted,0.628811775621769,SMD
Canada,Canada; District 127,Contacted,0.728514277216346,SMD
Canada,Canada; District 175,Contacted,0.690216909242693,SMD
Canada,Canada; District 200,Contacted,0.819132256375186,SMD
Canada,Canada; District 196,Not Contacted,0.653086958451163,SMD
Canada,Canada; District 147,Contacted,0.664307154787886,SMD
Canada,Canada; District 207,Not Contacted,0.665115657906518,SMD
Canada,Canada; District 200,Contacted,0.819132256375186,SMD
Canada,Canada; District 191,Contacted,0.739950003554203,SMD
Canada,Canada; District 169,Not Contacted,0.703972901357509,SMD
Canada,Canada; District 199,Contacted,0.803841245484096,SMD
Canada,Canada; District 181,Not Contacted,0.718723426992594,SMD
Canada,Canada; District 185,Not Contacted,0.482339661364802,SMD
Canada,Canada; District 129,Contacted,0.638542102387805,SMD
Canada,Canada; District 169,Contacted,0.703972901357509,SMD
Canada,Canada; District 115,Contacted,0.700513141634792,SMD
Canada,Canada; District 112,Contacted,0.641201403364763,SMD
Canada,Canada; District 184,Contacted,0.75272146075899,SMD
Canada,Canada; District 179,Not Contacted,0.62373164959878,SMD
Canada,Canada; District 119,Contacted,0.75826250884619,SMD
Canada,Canada; District 198,Contacted,0.544906949653897,SMD
Canada,Canada; District 181,Contacted,0.718723426992594,SMD
Canada,Canada; District 205,Contacted,0.515905546798196,SMD
Canada,Canada; District 197,Contacted,0.777872987623745,SMD
Canada,Canada; District 196,Contacted,0.653086958451163,SMD
Canada,Canada; District 122,Not Contacted,0.602185813811889,SMD
Canada,Canada; District 207,Contacted,0.665115657906518,SMD
Canada,Canada; District 134,Contacted,0.766444628254676,SMD
Canada,Canada; District 133,Contacted,0.605221927536131,SMD
Canada,Canada; District 210,Not Contacted,0.506488505002854,SMD
Canada,Canada; District 109,Contacted,0.736347582102242,SMD
Canada,Canada; District 120,Not Contacted,0.758992102239496,SMD
Canada,Canada; District 110,Contacted,0.76797732,SMD
Canada,Canada; District 176,Contacted,0.66699873,SMD
Canada,Canada; District 112,Not Contacted,0.641201403364763,SMD
Canada,Canada; District 198,Contacted,0.544906949653897,SMD
Canada,Canada; District 156,Not Contacted,0.658243788489045,SMD
Canada,Canada; District 148,Contacted,0.690314367758489,SMD
Canada,Canada; District 117,Contacted,0.737527662874539,SMD
Canada,Canada; District 203,Contacted,0.752121267022355,SMD
Canada,Canada; District 176,Contacted,0.66699873,SMD
Canada,Canada; District 210,Not Contacted,0.506488505002854,SMD
Canada,Canada; District 199,Contacted,0.803841245484096,SMD
Canada,Canada; District 119,Contacted,0.75826250884619,SMD
Canada,Canada; District 107,Contacted,0.677027288687465,SMD
Canada,Canada; District 192,Contacted,0.71814991,SMD
Canada,Canada; District 142,Contacted,0.549674236656514,SMD
Canada,Canada; District 200,Contacted,0.819132256375186,SMD
Canada,Canada; District 154,Contacted,0.64998614324737,SMD
Canada,Canada; District 126,Not Contacted,0.704927622489106,SMD
Canada,Canada; District 193,Not Contacted,0.651860670742467,SMD
Canada,Canada; District 110,Contacted,0.76797732,SMD
Canada,Canada; District 125,Contacted,0.541962980600112,SMD
Canada,Canada; District 211,Contacted,0.409730020483085,SMD
Canada,Canada; District 208,Contacted,0.581753928268204,SMD
Canada,Canada; District 208,Contacted,0.581753928268204,SMD
Canada,Canada; District 172,Not Contacted,0.665505666220401,SMD
Canada,Canada; District 190,Not Contacted,0.805541743518093,SMD
Canada,Canada; District 112,Contacted,0.641201403364763,SMD
Canada,Canada; District 173,Contacted,0.694896112035219,SMD
Canada,Canada; District 193,Contacted,0.651860670742467,SMD
Canada,Canada; District 172,Not Contacted,0.665505666220401,SMD
Canada,Canada; District 108,Not Contacted,0.68358366,SMD
Canada,Canada; District 125,Not Contacted,0.541962980600112,SMD
Canada,Canada; District 119,Contacted,0.75826250884619,SMD
Canada,Canada; District 186,Contacted,0.545955243394016,SMD
Canada,Canada; District 172,Not Contacted,0.665505666220401,SMD
Canada,Canada; District 204,Contacted,0.71420380000000006,SMD
Canada,Canada; District 111,Not Contacted,0.666545381217861,SMD
Canada,Canada; District 155,Contacted,0.676635142254468,SMD
Canada,Canada; District 170,Not Contacted,0.572027689082344,SMD
Canada,Canada; District 183,Contacted,0.668108482556742,SMD
Canada,Canada; District 163,Not Contacted,0.75960832,SMD
Canada,Canada; District 197,Contacted,0.777872987623745,SMD
Canada,Canada; District 140,Contacted,0.658387887237774,SMD
Canada,Canada; District 148,Contacted,0.690314367758489,SMD
Canada,Canada; District 148,Not Contacted,0.690314367758489,SMD
Canada,Canada; District 141,Contacted,0.711448023280864,SMD
Canada,Canada; District 126,Contacted,0.704927622489106,SMD
Canada,Canada; District 200,Contacted,0.819132256375186,SMD
Canada,Canada; District 149,Contacted,0.639930961605359,SMD
Canada,Canada; District 179,Not Contacted,0.62373164959878,SMD
Canada,Canada; District 191,Not Contacted,0.739950003554203,SMD
Canada,Canada; District 132,Not Contacted,0.721584797892372,SMD
Canada,Canada; District 208,Not Contacted,0.581753928268204,SMD
Canada,Canada; District 122,Contacted,0.602185813811889,SMD
Canada,Canada; District 150,Contacted,0.662168116724362,SMD
Canada,Canada; District 131,Contacted,0.738737421826219,SMD
Canada,Canada; District 138,Contacted,0.741035780980517,SMD
Canada,Canada; District 157,Not Contacted,0.781481055944769,SMD
Canada,Canada; District 162,Not Contacted,0.74114742383748,SMD
Canada,Canada; District 119,Contacted,0.75826250884619,SMD
Canada,Canada; District 114,Contacted,0.782067456990459,SMD
Canada,Canada; District 117,Contacted,0.737527662874539,SMD
Canada,Canada; District 164,Not Contacted,0.683596876251299,SMD
Canada,Canada; District 190,Contacted,0.805541743518093,SMD
Canada,Canada; District 139,Contacted,0.735651431025306,SMD
Canada,Canada; District 210,Not Contacted,0.506488505002854,SMD
Canada,Canada; District 126,Not Contacted,0.704927622489106,SMD
Canada,Canada; District 184,Not Contacted,0.75272146075899,SMD
Canada,Canada; District 128,Contacted,0.592765059154538,SMD
Canada,Canada; District 163,Contacted,0.75960832,SMD
Canada,Canada; District 167,Contacted,0.658079387198908,SMD
Canada,Canada; District 159,Contacted,0.73425968,SMD
Canada,Canada; District 223,Contacted,0.733394048179939,SMD
Canada,Canada; District 212,Contacted,0.576417194948002,SMD
Canada,Canada; District 213,Contacted,0.82989734870457,SMD
Canada,Canada; District 220,Contacted,0.668357283724299,SMD
Canada,Canada; District 221,Not Contacted,0.627943158849916,SMD
Canada,Canada; District 224,Not Contacted,0.688919187719462,SMD
Canada,Canada; District 220,Contacted,0.668357283724299,SMD
Canada,Canada; District 220,Contacted,0.668357283724299,SMD
Canada,Canada; District 212,Not Contacted,0.576417194948002,SMD
Canada,Canada; District 219,Not Contacted,0.5323916,SMD
Canada,Canada; District 212,Not Contacted,0.576417194948002,SMD
Canada,Canada; District 215,Contacted,0.556928550648571,SMD
Canada,Canada; District 212,Contacted,0.576417194948002,SMD
Canada,Canada; District 224,Contacted,0.688919187719462,SMD
Canada,Canada; District 213,Contacted,0.82989734870457,SMD
Canada,Canada; District 212,Contacted,0.576417194948002,SMD
Canada,Canada; District 222,Not Contacted,0.705918581967622,SMD
Canada,Canada; District 213,Contacted,0.82989734870457,SMD
Canada,Canada; District 224,Contacted,0.688919187719462,SMD
Canada,Canada; District 220,Contacted,0.668357283724299,SMD
Canada,Canada; District 214,Not Contacted,0.754019168626083,SMD
Canada,Canada; District 216,Contacted,0.596723371765868,SMD
Canada,Canada; District 220,Not Contacted,0.668357283724299,SMD
Canada,Canada; District 229,Not Contacted,0.479668961411028,SMD
Canada,Canada; District 236,Contacted,0.678396012418524,SMD
Canada,Canada; District 229,Not Contacted,0.479668961411028,SMD
Canada,Canada; District 234,Contacted,0.741746866606543,SMD
Canada,Canada; District 230,Contacted,0.74863301298395,SMD
Canada,Canada; District 227,Contacted,0.68752060636968,SMD
Canada,Canada; District 238,Contacted,0.5532801,SMD
Canada,Canada; District 230,Contacted,0.74863301298395,SMD
Canada,Canada; District 239,Not Contacted,0.469124819821927,SMD
Canada,Canada; District 233,Not Contacted,0.732075682359187,SMD
Canada,Canada; District 236,Contacted,0.678396012418524,SMD
Canada,Canada; District 226,Contacted,0.510674178887039,SMD
Canada,Canada; District 236,Contacted,0.678396012418524,SMD
Canada,Canada; District 239,Contacted,0.469124819821927,SMD
Canada,Canada; District 238,Contacted,0.5532801,SMD
Canada,Canada; District 238,Contacted,0.5532801,SMD
Canada,Canada; District 227,Not Contacted,0.68752060636968,SMD
Canada,Canada; District 235,Contacted,0.724040124734652,SMD
Canada,Canada; District 233,Not Contacted,0.732075682359187,SMD
Canada,Canada; District 227,Contacted,0.68752060636968,SMD
Canada,Canada; District 233,Contacted,0.732075682359187,SMD
Canada,Canada; District 227,Contacted,0.68752060636968,SMD
